vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
233,0.0118,true,37,48,0.0,true
234,0.0023,true,37,49,0.0,true
235,0.001,true,37,49,0.0,true
236,0.0022,true,37,50,0.0,true
237,0.0021,true,37,51,0.0,true
238,0.0023,true,37,52,0.0,true
235,0.0014,true,49,52,0.0,true
107,0.0012,true,17,52,0.0,true
108,9.0E-4,true,17,52,0.0,true
109,0.002,true,17,53,0.0,true
110,0.0037,true,17,54,0.0,true
111,0.002,true,17,55,0.0,true
112,9.0E-4,true,17,55,0.0,true
113,0.001,true,17,55,0.0,true
97,0.0013,true,15,55,0.0,true
98,0.001,true,15,55,0.0,true
99,0.0035,true,15,56,0.0,true
100,9.0E-4,true,15,56,0.0,true
101,9.0E-4,true,15,56,0.0,true
19,0.0017,true,3,56,0.0,true
20,0.0022,true,3,57,0.0,true
21,0.0021,true,3,58,0.0,true
22,0.0021,true,3,59,0.0,true
23,0.001,true,3,59,0.0,true
24,0.0022,true,3,60,0.0,true
294,0.0011,true,47,60,0.0,true
295,0.0019,true,47,61,0.0,true
296,0.0021,true,47,62,0.0,true
297,0.002,true,47,63,0.0,true
298,0.002,true,47,64,0.0,true
299,9.0E-4,true,47,64,0.0,true
258,0.001,true,41,64,0.0,true
259,0.0036,true,41,65,0.0,true
260,0.0023,true,41,66,0.0,true
261,0.0019,true,41,67,0.0,true
262,9.0E-4,true,41,67,0.0,true
263,0.0021,true,41,68,0.0,true
264,0.0029,true,41,69,0.0,true
23,0.0014,true,59,69,0.0,true
233,0.001,true,48,69,0.0,true
239,0.004,true,38,70,0.0,true
240,0.002,true,38,71,0.0,true
241,9.0E-4,true,38,71,0.0,true
242,0.0021,true,38,72,0.0,true
243,0.002,true,38,73,0.0,true
34,0.0014,true,5,73,0.0,true
35,0.0022,true,5,74,0.0,true
36,0.0022,true,5,75,0.0,true
37,0.0017,true,5,75,0.0,true
38,0.0032,true,5,76,0.0,true
39,0.0023,true,5,77,0.0,true
90,0.0013,true,14,77,0.0,true
91,0.0023,true,14,78,0.0,true
92,0.0024,true,14,79,0.0,true
93,0.002,true,14,80,0.0,true
94,0.001,true,14,80,0.0,true
95,0.002,true,14,81,0.0,true
96,0.0021,true,14,82,0.0,true
180,0.0017,true,29,82,0.0,true
181,0.0021,true,29,83,0.0,true
182,0.001,true,29,83,0.0,true
183,0.002,true,29,84,0.0,true
184,0.0035,true,29,85,0.0,true
185,0.001,true,29,85,0.0,true
186,0.0021,true,29,86,0.0,true
234,0.0029,true,49,87,0.0,true
251,0.001,true,40,87,0.0,true
252,0.0026,true,40,88,0.0,true
253,0.002,true,40,89,0.0,true
254,0.001,true,40,89,0.0,true
255,0.0024,true,40,90,0.0,true
256,0.0016,true,40,90,0.0,true
257,0.0023,true,40,91,0.0,true
25,0.0012,true,4,91,0.0,true
26,0.001,true,4,91,0.0,true
27,9.0E-4,true,4,91,0.0,true
28,0.0021,true,4,92,0.0,true
29,9.0E-4,true,4,92,0.0,true
30,9.0E-4,true,4,92,0.0,true
31,0.0021,true,4,93,0.0,true
32,0.0021,true,4,94,0.0,true
33,9.0E-4,true,4,94,0.0,true
60,0.0012,true,9,94,0.0,true
61,0.0044,true,9,95,0.0,true
62,9.0E-4,true,9,95,0.0,true
63,0.0021,true,9,96,0.0,true
64,0.003,true,9,97,0.0,true
65,0.0019,true,9,98,0.0,true
101,0.0018,true,56,98,0.0,true
99,0.0022,true,56,99,0.0,true
19,9.0E-4,true,56,99,0.0,true
244,0.0011,true,39,99,0.0,true
245,0.001,true,39,99,0.0,true
246,0.0037,true,39,0,0.0,true
247,0.0021,true,39,1,0.0,true
248,0.0024,true,39,2,0.0,true
249,0.002,true,39,3,0.0,true
250,0.0017,true,39,4,0.0,true
95,0.0014,true,81,4,0.0,true
226,0.0012,true,36,4,0.0,true
227,0.0022,true,36,5,0.0,true
228,0.001,true,36,5,0.0,true
229,0.0023,true,36,6,0.0,true
230,0.0046,true,36,9,0.0,true
231,0.0023,true,36,10,0.0,true
232,0.0035,true,36,12,0.0,true
