vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
187,0.0184,true,29,234,0.0,true
188,0.0026,true,29,235,0.0,true
189,0.0012,true,29,235,0.0,true
190,0.0025,true,29,236,0.0,true
191,0.0021,true,29,237,0.0,true
192,0.0023,true,29,238,0.0,true
193,0.0025,true,29,239,0.0,true
535,0.0027,true,84,239,0.0,true
536,0.0021,true,84,240,0.0,true
537,0.001,true,84,240,0.0,true
538,0.0019,true,84,241,0.0,true
539,0.001,true,84,241,0.0,true
540,0.0018,true,84,242,0.0,true
351,0.002,true,55,242,0.0,true
352,0.0021,true,55,243,0.0,true
353,9.0E-4,true,55,243,0.0,true
354,0.002,true,55,244,0.0,true
355,0.001,true,55,244,0.0,true
356,0.002,true,55,245,0.0,true
566,0.0017,true,88,245,0.0,true
567,9.0E-4,true,88,245,0.0,true
568,0.0019,true,88,246,0.0,true
569,0.0017,true,88,247,0.0,true
570,0.0018,true,88,248,0.0,true
571,0.0014,true,88,248,0.0,true
572,0.0034,true,88,249,0.0,true
735,0.0023,true,114,249,0.0,true
736,0.0018,true,114,250,0.0,true
737,0.0164,true,114,251,0.0,true
738,0.0018,true,114,252,0.0,true
739,0.002,true,114,253,0.0,true
740,0.0019,true,114,254,0.0,true
741,0.001,true,114,254,0.0,true
742,9.0E-4,true,114,254,0.0,true
539,0.002,true,241,254,0.0,true
538,0.0019,true,241,255,0.0,true
612,0.0014,true,95,255,0.0,true
613,0.0019,true,95,256,0.0,true
614,0.0021,true,95,257,0.0,true
615,0.0017,true,95,258,0.0,true
616,9.0E-4,true,95,258,0.0,true
617,0.0018,true,95,259,0.0,true
663,0.0013,true,103,259,0.0,true
664,0.001,true,103,259,0.0,true
665,0.0021,true,103,260,0.0,true
666,0.002,true,103,261,0.0,true
667,9.0E-4,true,103,261,0.0,true
668,0.0018,true,103,262,0.0,true
669,0.0016,true,103,262,0.0,true
670,0.0011,true,103,262,0.0,true
671,0.0021,true,103,263,0.0,true
446,0.0065,true,70,264,0.0,true
447,0.0021,true,70,265,0.0,true
448,0.0021,true,70,266,0.0,true
449,0.0017,true,70,267,0.0,true
450,8.0E-4,true,70,267,0.0,true
451,0.002,true,70,268,0.0,true
1207,0.0015,true,188,268,0.0,true
1208,0.0019,true,188,269,0.0,true
1209,0.0018,true,188,270,0.0,true
1210,0.0018,true,188,271,0.0,true
1211,0.0018,true,188,272,0.0,true
406,0.0029,true,64,273,0.0,true
407,0.0018,true,64,274,0.0,true
408,0.0018,true,64,275,0.0,true
409,0.002,true,64,276,0.0,true
410,0.0017,true,64,277,0.0,true
411,8.0E-4,true,64,277,0.0,true
412,0.002,true,64,278,0.0,true
132,0.0016,true,20,278,0.0,true
133,0.0018,true,20,279,0.0,true
134,0.0018,true,20,280,0.0,true
135,0.0017,true,20,281,0.0,true
136,0.0016,true,20,282,0.0,true
54,0.0016,true,8,282,0.0,true
55,0.002,true,8,283,0.0,true
56,0.0018,true,8,284,0.0,true
57,0.0018,true,8,285,0.0,true
58,0.0017,true,8,286,0.0,true
142,0.0016,true,22,286,0.0,true
143,0.0018,true,22,287,0.0,true
144,0.0018,true,22,288,0.0,true
145,0.0018,true,22,289,0.0,true
146,0.001,true,22,289,0.0,true
147,9.0E-4,true,22,289,0.0,true
148,0.0017,true,22,290,0.0,true
387,0.0025,true,61,291,0.0,true
388,0.0018,true,61,292,0.0,true
389,0.0018,true,61,293,0.0,true
390,0.0016,true,61,293,0.0,true
391,0.0027,true,61,294,0.0,true
392,0.0018,true,61,295,0.0,true
1113,0.0015,true,173,295,0.0,true
1114,0.002,true,173,296,0.0,true
1115,0.0017,true,173,297,0.0,true
1116,0.0019,true,173,298,0.0,true
1117,9.0E-4,true,173,298,0.0,true
1176,0.0014,true,183,298,0.0,true
1177,0.002,true,183,299,0.0,true
1178,0.001,true,183,299,0.0,true
1179,0.0019,true,183,300,0.0,true
1180,0.0022,true,183,301,0.0,true
1181,0.002,true,183,302,0.0,true
1182,0.0018,true,183,303,0.0,true
