vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
33,0.016,true,5,94,0.0,true
34,0.0034,true,5,95,0.0,true
35,0.0018,true,5,95,0.0,true
36,0.0035,true,5,96,0.0,true
37,0.003,true,5,97,0.0,true
38,0.0015,true,5,97,0.0,true
248,0.0025,true,39,97,0.0,true
249,0.0031,true,39,98,0.0,true
250,0.0031,true,39,99,0.0,true
251,0.0031,true,39,100,0.0,true
252,0.003,true,39,101,0.0,true
253,0.0016,true,39,101,0.0,true
254,0.0028,true,39,102,0.0,true
339,0.0039,true,54,103,0.0,true
340,0.0031,true,54,104,0.0,true
341,0.0032,true,54,105,0.0,true
342,0.0029,true,54,106,0.0,true
343,0.0015,true,54,106,0.0,true
329,0.0022,true,52,106,0.0,true
330,0.003,true,52,107,0.0,true
331,0.0014,true,52,107,0.0,true
332,0.0031,true,52,108,0.0,true
333,0.0031,true,52,109,0.0,true
213,0.0023,true,33,109,0.0,true
214,0.003,true,33,110,0.0,true
215,0.0015,true,33,110,0.0,true
216,0.0015,true,33,110,0.0,true
217,0.0034,true,33,111,0.0,true
218,0.0028,true,33,112,0.0,true
304,0.0019,true,47,112,0.0,true
305,0.0048,true,47,113,0.0,true
306,0.0046,true,47,114,0.0,true
307,0.0026,true,47,115,0.0,true
308,0.0014,true,47,115,0.0,true
309,0.0029,true,47,116,0.0,true
564,0.0025,true,88,116,0.0,true
565,0.0013,true,88,116,0.0,true
566,0.0014,true,88,116,0.0,true
567,0.0028,true,88,117,0.0,true
568,0.0026,true,88,118,0.0,true
501,0.0032,true,79,119,0.0,true
502,0.0012,true,79,119,0.0,true
503,0.0025,true,79,120,0.0,true
504,0.0026,true,79,121,0.0,true
505,0.0026,true,79,122,0.0,true
506,0.0025,true,79,123,0.0,true
276,0.0033,true,43,123,0.0,true
277,0.0042,true,43,124,0.0,true
278,0.0021,true,43,124,0.0,true
279,0.0047,true,43,125,0.0,true
280,0.0037,true,43,126,0.0,true
281,0.0014,true,43,126,0.0,true
219,0.0032,true,34,126,0.0,true
220,0.003,true,34,127,0.0,true
221,0.0031,true,34,128,0.0,true
222,0.0022,true,34,129,0.0,true
223,0.002,true,34,130,0.0,true
496,0.0013,true,78,130,0.0,true
497,0.0018,true,78,131,0.0,true
498,0.0018,true,78,132,0.0,true
499,9.0E-4,true,78,132,0.0,true
500,9.0E-4,true,78,132,0.0,true
149,0.0024,true,23,133,0.0,true
150,9.0E-4,true,23,133,0.0,true
151,0.0018,true,23,134,0.0,true
152,9.0E-4,true,23,134,0.0,true
153,0.0018,true,23,135,0.0,true
154,0.0018,true,23,136,0.0,true
155,0.0017,true,23,136,0.0,true
556,0.0027,true,87,137,0.0,true
557,0.0036,true,87,138,0.0,true
558,0.0033,true,87,139,0.0,true
559,0.0021,true,87,139,0.0,true
560,0.0015,true,87,139,0.0,true
561,0.0011,true,87,139,0.0,true
562,0.001,true,87,139,0.0,true
563,0.0021,true,87,140,0.0,true
378,0.0033,true,60,140,0.0,true
379,0.0032,true,60,141,0.0,true
380,0.003,true,60,142,0.0,true
381,0.0038,true,60,143,0.0,true
382,0.0021,true,60,144,0.0,true
383,0.0019,true,60,145,0.0,true
384,0.0028,true,60,146,0.0,true
133,0.0025,true,20,146,0.0,true
134,0.0036,true,20,147,0.0,true
135,0.0016,true,20,147,0.0,true
136,0.0037,true,20,148,0.0,true
137,0.0035,true,20,149,0.0,true
33,0.022,true,94,150,0.0,true
279,0.0038,true,125,151,0.0,true
305,0.0064,true,113,151,0.0,true
482,0.0013,true,76,151,0.0,true
483,0.002,true,76,152,0.0,true
484,0.0019,true,76,153,0.0,true
485,0.0034,true,76,154,0.0,true
486,0.0031,true,76,155,0.0,true
487,0.0032,true,76,156,0.0,true
281,0.0033,true,126,156,0.0,true
219,0.002,true,126,157,0.0,true
