vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
7,0.0096,true,1,2,0.0,true
8,0.0051,true,1,3,0.0,true
9,0.0044,true,1,4,0.0,true
10,0.0069,false,1,-1,0.0,false
11,0.0084,false,1,-1,0.0,false
12,0.0039,true,1,0,0.0,true
7,0.0053,true,1,1,0.0,true
9,0.0056,true,1,3,0.0,true
10,0.0117,false,1,-1,0.0,false
11,0.011,false,1,-1,0.0,false
10,0.0048,true,1,3,0.0,true
11,0.012,true,1,2,0.0,true
8,0.0078,true,3,4,0.0,true
10,0.0028,true,1,4,0.0,true
11,0.0072,true,1,1,0.0,true
7,0.0103,false,1,-1,0.0,false
7,0.003,true,1,1,0.0,true
11,0.0071,true,1,4,0.0,true
0,0.0033,true,0,4,0.0,true
1,0.0066,true,0,1,0.0,true
2,0.0025,true,0,1,0.0,true
3,0.0029,true,0,1,0.0,true
4,0.0098,false,0,-1,0.0,false
5,0.0097,true,0,0,0.0,true
6,0.0104,false,0,-1,0.0,false
12,0.0101,false,0,-1,0.0,false
1,0.0047,true,0,0,0.0,true
3,0.0068,true,0,2,0.0,true
4,0.0045,true,0,3,0.0,true
6,0.0047,true,0,4,0.0,true
12,0.0085,true,0,0,0.0,true
5,0.0074,false,0,-1,0.0,false
10,0.0392,true,3,0,0.0,true
4,0.0053,true,0,0,0.0,true
6,0.0031,true,0,1,0.0,true
5,0.004,true,0,2,0.0,true
12,0.0014,true,0,2,0.0,true
10,0.0063,false,0,-1,0.0,false
10,0.0111,true,0,2,0.0,true
4,0.0083,true,0,0,0.0,true
4,0.0075,true,0,0,0.0,true
7,0.0027,true,1,0,0.0,true
3,0.004,true,1,1,0.0,true
1,0.0041,true,1,2,0.0,true
6,0.0099,false,1,-1,0.0,false
6,0.0042,true,1,2,0.0,true
3,0.0083,true,1,0,0.0,true
9,0.0047,true,4,0,0.0,true
8,0.0047,true,4,1,0.0,true
0,0.0081,false,4,-1,0.0,false
8,0.0029,true,1,1,0.0,true
4,0.0027,true,0,1,0.0,true
7,0.0104,true,0,0,0.0,true
3,0.0069,false,0,-1,0.0,false
9,0.0094,false,0,-1,0.0,false
13,0.0032,true,2,0,0.0,true
14,0.0047,true,2,1,0.0,true
11,0.0017,true,2,1,0.0,true
12,0.0074,false,2,-1,0.0,false
10,0.0094,false,2,-1,0.0,false
1,0.0104,false,2,-1,0.0,false
6,0.0106,false,2,-1,0.0,false
8,0.0025,true,1,1,0.0,true
11,0.0043,true,1,2,0.0,true
14,0.0041,true,1,3,0.0,true
3,0.0043,true,0,3,0.0,true
9,0.0078,true,0,1,0.0,true
7,0.0068,false,0,-1,0.0,false
8,0.0033,true,1,1,0.0,true
9,0.0085,true,1,3,0.0,true
0,0.0049,true,4,3,0.0,true
13,0.0031,true,2,3,0.0,true
12,0.0084,true,2,1,0.0,true
10,0.0109,false,2,-1,0.0,false
1,0.0107,false,2,-1,0.0,false
6,0.0162,false,2,-1,0.0,false
11,0.0106,false,2,-1,0.0,false
4,0.0037,true,3,1,0.0,true
14,0.0037,true,3,2,0.0,true
3,0.009,false,3,-1,0.0,false
9,0.0082,false,3,-1,0.0,false
0,0.0085,false,3,-1,0.0,false
13,0.0089,false,3,-1,0.0,false
10,0.0038,true,2,2,0.0,true
1,0.005,true,2,3,0.0,true
6,0.0086,true,2,1,0.0,true
11,0.0114,false,2,-1,0.0,false
14,0.0107,false,2,-1,0.0,false
7,0.0038,true,0,1,0.0,true
8,0.0054,true,1,1,0.0,true
12,0.005,true,1,2,0.0,true
4,0.0058,true,1,3,0.0,true
6,0.0117,false,1,-1,0.0,false
7,0.0103,false,1,-1,0.0,false
3,0.0084,true,3,1,0.0,true
9,0.0041,true,3,2,0.0,true
0,0.0095,false,3,-1,0.0,false
13,0.009,false,3,-1,0.0,false
1,0.0089,false,3,-1,0.0,false
4,0.0086,false,3,-1,0.0,false
