vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
1296,1.4253,true,179,56,0.0,true
1298,1.4134,true,179,31,0.0,true
1300,1.0291,true,179,33,0.0,true
1303,0.8907,true,179,2,0.0,true
1304,0.8839,true,179,27,0.0,true
1305,0.9144,true,179,32,0.0,true
1306,0.9106,true,179,151,0.0,true
1307,0.94,true,179,55,0.0,true
1324,0.9425,true,179,88,0.0,true
2769,1.184,true,381,4,0.0,true
2770,1.2314,true,381,264,0.0,true
2771,1.0738,true,381,181,0.0,true
2772,1.0112,true,381,173,0.0,true
2773,0.9806,true,381,39,0.0,true
2774,1.0781,true,381,61,0.0,true
2775,1.3708,true,381,11,0.0,true
2777,1.1448,true,381,63,0.0,true
2784,0.9772,true,381,120,0.0,true
2828,0.9431,true,381,56,0.0,true
872,1.0379,true,120,174,0.0,true
873,1.033,true,120,276,0.0,true
874,1.0062,true,120,3,0.0,true
875,0.9809,true,120,351,0.0,true
876,1.0288,true,120,175,0.0,true
877,1.0212,true,120,406,0.0,true
921,0.9841,true,120,383,0.0,true
2784,0.9512,true,120,159,0.0,true
2514,1.1947,true,347,167,0.0,true
2515,1.209,true,347,261,0.0,true
2516,1.0414,true,347,160,0.0,true
2517,1.0763,true,347,329,0.0,true
2518,1.0435,true,347,180,0.0,true
2519,0.9799,true,347,125,0.0,true
2776,1.0445,true,382,266,0.0,true
2778,1.0097,true,382,150,0.0,true
2779,0.9417,true,382,229,0.0,true
2780,0.9833,true,382,268,0.0,true
2782,1.0232,true,382,41,0.0,true
441,1.1652,true,62,281,0.0,true
442,5.3129,true,62,146,0.0,true
443,1.5013,true,62,196,0.0,true
444,1.4128,true,62,338,0.0,true
447,1.076,true,62,81,0.0,true
450,0.9347,true,62,410,0.0,true
467,0.8684,true,62,211,0.0,true
781,0.9162,true,62,7,0.0,true
552,1.1348,true,76,16,0.0,true
553,1.1719,true,76,238,0.0,true
554,1.0246,true,76,358,0.0,true
555,0.9718,true,76,363,0.0,true
556,0.9936,true,76,66,0.0,true
558,1.0111,true,76,102,0.0,true
580,0.9996,true,76,47,0.0,true
171,1.0679,true,23,102,0.0,true
172,1.0827,true,23,366,0.0,true
173,1.0356,true,23,129,0.0,true
174,1.2711,true,23,19,0.0,true
175,1.1174,true,23,36,0.0,true
203,1.2896,true,23,353,0.0,true
204,1.1252,true,23,103,0.0,true
529,1.1206,true,73,259,0.0,true
530,1.1251,true,73,247,0.0,true
531,1.0251,true,73,375,0.0,true
533,0.9665,true,73,169,0.0,true
534,0.9897,true,73,5,0.0,true
545,0.993,true,73,313,0.0,true
548,0.9769,true,73,40,0.0,true
718,0.9646,true,73,41,0.0,true
2040,1.089,true,281,145,0.0,true
2042,1.3284,true,281,15,0.0,true
2043,1.1467,true,281,163,0.0,true
2044,1.0017,true,281,165,0.0,true
2045,0.8918,true,281,103,0.0,true
2046,0.8945,true,281,129,0.0,true
2073,0.9147,true,281,178,0.0,true
441,0.9462,true,281,170,0.0,true
2295,1.0734,true,317,285,0.0,true
2296,1.0822,true,317,163,0.0,true
2297,1.2144,true,317,170,0.0,true
2298,1.1983,true,317,188,0.0,true
2299,1.0883,true,317,412,0.0,true
2310,0.9762,true,317,259,0.0,true
2313,1.1934,true,317,54,0.0,true
775,1.0618,true,107,5,0.0,true
777,1.1513,true,107,15,0.0,true
778,0.976,true,107,188,0.0,true
779,0.9871,true,107,358,0.0,true
780,0.9833,true,107,412,0.0,true
782,0.957,true,107,212,0.0,true
851,0.962,true,107,169,0.0,true
1254,0.9811,true,107,266,0.0,true
263,1.0836,true,37,212,0.0,true
264,1.1712,true,37,188,0.0,true
265,1.2783,true,37,162,0.0,true
267,1.2243,true,37,166,0.0,true
268,1.0461,true,37,170,0.0,true
270,0.9541,true,37,127,0.0,true
432,1.0946,true,37,107,0.0,true
2349,1.1927,true,325,127,0.0,true
2350,1.2203,true,325,162,0.0,true
2352,1.0995,true,325,166,0.0,true
2353,1.1563,true,325,107,0.0,true
2354,1.0669,true,325,37,0.0,true
2408,0.9876,true,325,353,0.0,true
