vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
202,0.1552,true,28,17,0.0,true
205,0.1071,true,28,32,0.0,true
206,0.086,true,28,11,0.0,true
208,0.0841,true,28,25,0.0,true
209,0.0848,true,28,2,0.0,true
210,0.0846,true,28,3,0.0,true
211,0.104,true,28,15,0.0,true
103,0.0848,true,14,15,0.0,true
104,0.0739,true,14,30,0.0,true
106,0.0767,true,14,7,0.0,true
107,0.0716,true,14,5,0.0,true
108,0.0855,true,14,33,0.0,true
109,0.0722,true,14,26,0.0,true
110,0.0719,true,14,28,0.0,true
232,0.0855,true,32,5,0.0,true
233,0.073,true,32,33,0.0,true
234,0.0722,true,32,27,0.0,true
235,0.0802,true,32,24,0.0,true
236,0.0718,true,32,19,0.0,true
205,0.071,true,32,28,0.0,true
237,0.0827,true,33,10,0.0,true
238,0.0777,true,33,17,0.0,true
239,0.0769,true,33,33,0.0,true
108,0.0782,true,33,28,0.0,true
233,0.0746,true,33,32,0.0,true
233,0.0802,true,32,28,0.0,true
21,0.0759,true,3,5,0.0,true
22,0.0762,true,3,18,0.0,true
23,0.0748,true,3,30,0.0,true
24,0.0743,true,3,29,0.0,true
25,0.0879,true,3,4,0.0,true
26,0.0744,true,3,28,0.0,true
27,0.0743,true,3,33,0.0,true
28,0.0762,true,3,16,0.0,true
36,0.0685,true,3,23,0.0,true
38,0.077,true,3,21,0.0,true
210,0.0704,true,3,14,0.0,true
79,0.0739,true,11,3,0.0,true
81,0.0802,true,11,14,0.0,true
83,0.0747,true,11,32,0.0,true
85,0.1654,true,11,34,0.0,true
91,0.1765,true,11,35,0.0,true
96,0.1309,true,11,28,0.0,true
137,0.0797,true,11,36,0.0,true
206,0.0752,true,11,4,0.0,true
176,0.0886,true,24,14,0.0,true
177,0.0882,true,24,33,0.0,true
179,0.0866,true,24,11,0.0,true
180,0.0874,true,24,35,0.0,true
181,0.0919,true,24,3,0.0,true
182,0.1144,true,24,36,0.0,true
235,0.0989,true,24,37,0.0,true
111,0.107,true,15,33,0.0,true
112,0.1002,true,15,31,0.0,true
114,0.0787,true,15,23,0.0,true
115,0.0724,true,15,14,0.0,true
116,0.0737,true,15,3,0.0,true
117,0.075,true,15,3,0.0,true
119,0.0857,true,15,35,0.0,true
120,0.0765,true,15,24,0.0,true
122,0.0842,true,15,18,0.0,true
211,0.0848,true,15,32,0.0,true
103,0.084,true,15,37,0.0,true
114,0.0878,true,15,3,0.0,true
116,0.0829,true,15,33,0.0,true
97,0.0716,true,13,33,0.0,true
98,0.0875,true,13,14,0.0,true
99,0.0684,true,13,35,0.0,true
100,0.0709,true,13,32,0.0,true
101,0.072,true,13,36,0.0,true
102,0.0715,true,13,37,0.0,true
105,0.0682,true,13,11,0.0,true
110,0.0692,true,28,33,0.0,true
205,0.0661,true,28,35,0.0,true
108,0.0638,true,28,3,0.0,true
233,0.0658,true,28,14,0.0,true
26,0.0643,true,28,36,0.0,true
96,0.0749,true,28,16,0.0,true
136,0.0734,true,18,36,0.0,true
138,0.0672,true,18,3,0.0,true
139,0.0661,true,18,37,0.0,true
142,0.0718,true,18,14,0.0,true
143,0.0657,true,18,13,0.0,true
22,0.0645,true,18,24,0.0,true
122,0.0637,true,18,33,0.0,true
179,0.1557,true,11,18,0.0,true
105,0.1351,true,11,36,0.0,true
144,0.1316,true,19,18,0.0,true
145,0.1357,true,19,35,0.0,true
146,0.1407,true,19,32,0.0,true
147,0.1334,true,19,29,0.0,true
148,0.1387,true,19,24,0.0,true
150,0.1372,true,19,13,0.0,true
164,0.1317,true,19,34,0.0,true
207,0.1258,true,19,14,0.0,true
236,0.1319,true,19,11,0.0,true
190,0.1329,true,26,14,0.0,true
191,0.1206,true,26,37,0.0,true
192,0.1222,true,26,13,0.0,true
193,0.1172,true,26,24,0.0,true
194,0.1182,true,26,19,0.0,true
196,0.1178,true,26,18,0.0,true
109,0.1269,true,26,34,0.0,true
