vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
12,0.0173,true,12,0,0.0,true
32,0.0027,true,12,1,0.0,true
52,0.0026,true,12,2,0.0,true
9,0.0041,true,9,3,0.0,true
29,0.0026,true,9,4,0.0,true
49,0.0029,true,9,5,0.0,true
52,0.0028,true,12,6,0.0,true
10,0.0032,true,10,7,0.0,true
30,0.0025,true,10,8,0.0,true
50,0.0025,true,10,9,0.0,true
17,0.0028,true,17,10,0.0,true
37,0.0025,true,17,11,0.0,true
57,0.0025,true,17,12,0.0,true
15,0.0027,true,15,13,0.0,true
35,0.0021,true,15,14,0.0,true
55,0.0022,true,15,15,0.0,true
6,0.0028,true,6,16,0.0,true
26,0.002,true,6,17,0.0,true
46,0.0021,true,6,18,0.0,true
13,0.0025,true,13,19,0.0,true
33,0.0025,true,13,0,0.0,true
53,0.0021,true,13,1,0.0,true
15,0.0023,true,13,2,0.0,true
18,0.0026,true,18,3,0.0,true
38,0.0021,true,18,4,0.0,true
58,0.0024,true,18,5,0.0,true
46,0.0017,true,18,6,0.0,true
3,0.0027,true,3,7,0.0,true
23,0.0025,true,3,8,0.0,true
43,0.0021,true,3,9,0.0,true
9,0.0024,true,3,10,0.0,true
14,0.0029,true,14,11,0.0,true
34,0.0019,true,14,12,0.0,true
54,0.0017,true,14,13,0.0,true
35,0.0039,true,14,15,0.0,true
50,0.003,true,9,16,0.0,true
43,0.002,true,9,17,0.0,true
1,0.0029,true,1,18,0.0,true
21,0.0023,true,1,19,0.0,true
41,0.0022,true,1,0,0.0,true
32,0.0046,true,1,2,0.0,true
53,0.0022,true,1,3,0.0,true
19,0.0044,true,19,4,0.0,true
39,0.0026,true,19,5,0.0,true
59,0.0023,true,19,6,0.0,true
13,0.0026,true,19,7,0.0,true
19,0.003,true,19,8,0.0,true
39,0.0026,true,19,9,0.0,true
21,0.0027,true,19,10,0.0,true
55,0.003,true,15,11,0.0,true
35,0.0025,true,15,12,0.0,true
54,0.0022,true,13,13,0.0,true
39,0.0025,true,9,14,0.0,true
54,0.0024,true,13,15,0.0,true
17,0.0046,true,10,17,0.0,true
9,0.0021,true,10,18,0.0,true
21,0.0019,true,10,19,0.0,true
57,0.0047,true,12,1,0.0,true
34,0.0022,true,12,2,0.0,true
35,0.0028,true,12,3,0.0,true
46,0.0076,true,6,6,0.0,true
59,0.0025,true,6,7,0.0,true
39,0.005,true,14,8,0.0,true
21,0.0022,true,19,9,0.0,true
5,0.0022,true,5,10,0.0,true
25,0.0022,true,5,11,0.0,true
45,0.0021,true,5,12,0.0,true
49,0.002,true,5,13,0.0,true
58,0.0018,true,5,14,0.0,true
7,0.0026,true,7,15,0.0,true
27,0.0022,true,7,16,0.0,true
47,0.0024,true,7,17,0.0,true
10,0.0024,true,7,18,0.0,true
3,0.0017,true,7,19,0.0,true
13,0.0056,true,7,1,0.0,true
59,0.0028,true,7,2,0.0,true
11,0.003,true,11,3,0.0,true
31,0.0023,true,11,4,0.0,true
51,0.0021,true,11,5,0.0,true
37,0.0023,true,11,6,0.0,true
14,0.0022,true,11,7,0.0,true
55,0.0023,true,11,8,0.0,true
25,0.0019,true,11,9,0.0,true
1,0.0026,true,18,10,0.0,true
9,0.0022,true,18,11,0.0,true
10,0.0021,true,18,12,0.0,true
0,0.0028,true,0,13,0.0,true
20,0.0024,true,0,14,0.0,true
40,0.0025,true,0,15,0.0,true
12,0.0048,true,0,17,0.0,true
33,0.0023,true,0,18,0.0,true
41,0.0022,true,0,19,0.0,true
57,0.0023,true,1,0,0.0,true
13,0.0022,true,1,1,0.0,true
45,0.003,true,12,2,0.0,true
10,0.0023,true,12,3,0.0,true
39,0.0046,true,5,5,0.0,true
51,0.0023,true,5,6,0.0,true
49,0.0102,true,13,7,0.0,true
3,0.0026,true,19,8,0.0,true
41,0.0023,true,19,9,0.0,true
