vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
523,1.7271,true,523,485,0.0,true
1036,1.6439,true,523,485,0.0,true
1529,1.3703,true,523,950,0.0,true
2287,1.1804,true,523,965,0.0,true
425,1.302,true,425,523,0.0,true
1336,1.2959,true,425,523,0.0,true
379,1.4435,true,379,425,0.0,true
1176,1.1673,true,379,425,0.0,true
1517,1.1138,true,379,425,0.0,true
2410,1.6418,true,379,966,0.0,true
205,1.3153,true,205,379,0.0,true
1011,1.2052,true,205,379,0.0,true
1398,1.0267,true,205,379,0.0,true
1690,0.9884,true,205,982,0.0,true
2004,1.0432,true,205,996,0.0,true
28,1.1174,true,28,379,0.0,true
1576,1.1068,true,28,205,0.0,true
2652,1.2809,true,28,425,0.0,true
144,1.3161,true,144,28,0.0,true
1996,1.1902,true,144,379,0.0,true
2519,1.0682,true,144,998,0.0,true
167,1.0575,true,167,205,0.0,true
1159,1.0703,true,167,28,0.0,true
2915,0.9686,true,167,205,0.0,true
166,1.0463,true,166,144,0.0,true
1393,1.0125,true,166,205,0.0,true
577,1.091,true,577,166,0.0,true
2149,1.0888,true,577,167,0.0,true
662,1.2449,true,662,577,0.0,true
1840,1.3956,true,662,166,0.0,true
2601,1.1664,true,662,144,0.0,true
2844,1.0385,true,662,3,0.0,true
550,1.079,true,550,144,0.0,true
1105,1.0963,true,550,144,0.0,true
1429,0.9978,true,550,167,0.0,true
1731,0.9972,true,550,662,0.0,true
2430,1.0259,true,550,167,0.0,true
871,1.0885,true,871,550,0.0,true
1286,1.0702,true,871,662,0.0,true
393,1.3122,true,393,550,0.0,true
2126,1.3971,true,393,577,0.0,true
184,1.2353,true,184,393,0.0,true
1239,1.0788,true,184,144,0.0,true
1687,0.9795,true,184,871,0.0,true
459,1.1461,true,459,393,0.0,true
1028,1.2554,true,459,393,0.0,true
2278,1.1308,true,459,550,0.0,true
321,1.092,true,321,184,0.0,true
1706,1.0393,true,321,459,0.0,true
765,1.0675,true,765,871,0.0,true
2175,1.4154,true,765,166,0.0,true
2861,1.2238,true,765,11,0.0,true
158,1.2014,true,158,321,0.0,true
1157,1.0428,true,158,321,0.0,true
1235,0.9547,true,158,321,0.0,true
2525,0.9199,true,158,765,0.0,true
946,1.0806,true,946,184,0.0,true
2200,1.0756,true,946,158,0.0,true
279,1.0849,true,279,321,0.0,true
1017,1.0718,true,279,459,0.0,true
1509,1.0205,true,279,765,0.0,true
2687,1.0222,true,279,321,0.0,true
862,1.7105,true,862,946,0.0,true
1764,1.4068,true,862,158,0.0,true
1235,1.3457,true,321,279,0.0,true
279,1.3116,true,321,12,0.0,true
2687,1.2963,true,321,13,0.0,true
411,1.4486,true,411,321,0.0,true
1179,1.3353,true,411,321,0.0,true
2412,1.4157,true,411,279,0.0,true
2560,1.8612,true,411,279,0.0,true
129,1.4877,true,129,862,0.0,true
1232,1.4002,true,129,862,0.0,true
2376,1.338,true,129,946,0.0,true
453,1.3394,true,453,411,0.0,true
2421,1.3229,true,453,946,0.0,true
118,1.4102,true,118,129,0.0,true
1308,1.4103,true,118,453,0.0,true
1678,1.4563,true,118,411,0.0,true
154,2.108,true,154,118,0.0,true
1390,1.7767,true,154,129,0.0,true
812,1.4778,true,812,154,0.0,true
1557,1.2975,true,812,118,0.0,true
2988,1.1057,true,812,862,0.0,true
734,1.3231,true,734,453,0.0,true
2612,1.3215,true,734,812,0.0,true
101,1.328,true,101,734,0.0,true
1881,1.3194,true,101,862,0.0,true
2372,1.2763,true,101,118,0.0,true
2906,1.2187,true,101,15,0.0,true
748,1.2941,true,748,154,0.0,true
1751,1.3,true,748,812,0.0,true
370,1.3097,true,370,101,0.0,true
1027,1.1417,true,370,101,0.0,true
1175,1.0287,true,370,101,0.0,true
2692,1.4275,true,370,734,0.0,true
362,2.0957,true,362,370,0.0,true
1089,1.5143,true,362,370,0.0,true
2258,1.5524,true,362,748,0.0,true
743,1.4347,true,743,362,0.0,true
2320,1.339,true,743,370,0.0,true
2858,1.3082,true,743,154,0.0,true
2983,1.4651,true,743,154,0.0,true
