vmId,allocationTime,allocated,fromHost,toHost,migrationTime,migrationSuccess
12,0.0854,true,12,16,0.0,true
23,0.0394,true,12,10,0.0,true
27,0.0413,true,12,4,0.0,true
48,0.0318,true,12,7,0.0,true
9,0.0489,true,9,12,0.0,true
26,0.038,true,9,8,0.0,true
42,0.0422,true,9,11,0.0,true
54,0.0421,true,9,5,0.0,true
8,0.0578,true,8,9,0.0,true
39,0.0389,true,8,6,0.0,true
9,0.0578,true,12,12,0.0,true
10,0.0454,true,10,12,0.0,true
21,0.0507,true,10,12,0.0,true
55,0.034,true,10,9,0.0,true
23,0.0219,true,10,9,0.0,true
0,0.0219,true,0,8,0.0,true
36,0.0211,true,0,9,0.0,true
6,0.0223,true,6,10,0.0,true
46,0.0198,true,6,14,0.0,true
49,0.0187,true,6,17,0.0,true
39,0.0192,true,6,18,0.0,true
14,0.0195,true,14,6,0.0,true
43,0.0241,true,14,10,0.0,true
59,0.032,true,14,0,0.0,true
46,0.0201,true,14,13,0.0,true
18,0.0275,true,18,0,0.0,true
29,0.0353,true,18,8,0.0,true
35,0.0258,true,18,8,0.0,true
39,0.03,true,18,14,0.0,true
3,0.0461,true,3,14,0.0,true
25,0.0383,true,3,0,0.0,true
45,0.0382,true,3,6,0.0,true
51,0.0358,true,3,18,0.0,true
13,0.0445,true,13,3,0.0,true
33,0.0361,true,13,18,0.0,true
46,0.0379,true,13,14,0.0,true
6,0.0513,true,10,6,0.0,true
43,0.0347,true,10,0,0.0,true
1,0.0385,true,1,10,0.0,true
41,0.0351,true,1,13,0.0,true
57,0.0346,true,1,16,0.0,true
51,0.0415,true,18,3,0.0,true
33,0.0378,true,18,1,0.0,true
19,0.0569,true,19,18,0.0,true
20,0.0343,true,19,18,0.0,true
40,0.0329,true,19,3,0.0,true
33,0.0373,true,1,13,0.0,true
8,0.05,true,9,1,0.0,true
23,0.0415,true,9,10,0.0,true
55,0.0552,true,9,10,0.0,true
36,0.0373,true,9,10,0.0,true
4,0.041,true,4,9,0.0,true
37,0.0223,true,4,1,0.0,true
52,0.0237,true,4,19,0.0,true
27,0.0204,true,4,13,0.0,true
9,0.0369,true,12,19,0.0,true
21,0.0279,true,12,18,0.0,true
4,0.0456,true,4,12,0.0,true
52,0.0227,true,4,19,0.0,true
5,0.044,true,5,4,0.0,true
22,0.0225,true,5,12,0.0,true
30,0.0328,true,5,4,0.0,true
32,0.0212,true,5,12,0.0,true
53,0.0213,true,5,4,0.0,true
54,0.0215,true,5,19,0.0,true
15,0.0221,true,15,5,0.0,true
28,0.0206,true,15,9,0.0,true
56,0.0212,true,15,12,0.0,true
16,0.0223,true,16,15,0.0,true
31,0.0212,true,16,1,0.0,true
12,0.0258,true,16,4,0.0,true
57,0.0339,true,16,0,0.0,true
4,0.0226,true,9,5,0.0,true
28,0.0215,true,9,16,0.0,true
9,0.0231,true,19,9,0.0,true
54,0.0219,true,19,5,0.0,true
52,0.022,true,19,16,0.0,true
7,0.0224,true,7,19,0.0,true
38,0.0234,true,7,9,0.0,true
48,0.0228,true,7,4,0.0,true
11,0.0216,true,11,15,0.0,true
24,0.0238,true,11,7,0.0,true
47,0.0211,true,11,19,0.0,true
42,0.0263,true,11,16,0.0,true
20,0.022,true,18,11,0.0,true
21,0.0193,true,18,7,0.0,true
59,0.0191,true,0,18,0.0,true
18,0.0187,true,0,18,0.0,true
25,0.0206,true,0,11,0.0,true
43,0.019,true,0,19,0.0,true
57,0.0192,true,0,9,0.0,true
26,0.0198,true,8,0,0.0,true
0,0.0188,true,8,0,0.0,true
35,0.0194,true,8,18,0.0,true
18,0.0207,true,18,8,0.0,true
35,0.0192,true,18,0,0.0,true
15,0.0357,true,5,18,0.0,true
4,0.0202,true,5,8,0.0,true
54,0.0212,true,5,11,0.0,true
41,0.0222,true,13,5,0.0,true
33,0.0203,true,13,18,0.0,true
27,0.0294,true,13,8,0.0,true
